"X","Or_name","IUCN_Present","IUCN_id","IUCN_name","IUCN_Category","IUCN_N_syn","IUCN_syn","IUCN_Phylum","IUCN_Class","IUCN_Order","IUCN_Family","ITIS_Present","ITIS_is_valid","ITIS_id","ITIS_name","ITIS_Phylum","ITIS_N_syn","ITIS_syn","ITIS_Class","ITIS_Order","ITIS_Family","GBIF_Present","GBIF_id","GBIF_name","GBIF_N_syn","GBIF_syn","GBIF_Phylum","GBIF_Class","GBIF_Order","GBIF_Family"
1,"Macaca sylvanus","Yes",12561,"Macaca sylvanus","V",2,"Simia sylvanus;Macaca sylvana","CHORDATA","MAMMALIA","PRIMATES","CERCOPITHECIDAE",TRUE,TRUE,"573027","Macaca sylvanus","CHORDATA",4,"Inuus ecaudatus;Simia inuus;Simia pithecus;Pithecus pygmaeus","MAMMALIA","PRIMATES","CERCOPITHECIDAE",TRUE,"NA-2436618","Macaca sylvanus-Macaca silenus-Macaco sylvanus",3,"Macaca sylvanus;Macaca silenus;Macaco sylvanus","CHORDATA","MAMMALIA","PRIMATES","CERCOPITHECIDAE"
1,"Macroglossus sobrinus","Yes",12595,"Macroglossus sobrinus","LR/lc",2,"Macroglossus minimus;Macroglossus fraternus","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE",TRUE,TRUE,NA,NA,NA,1,NA,NA,NA,NA,TRUE,NA,"Macroglossus sobrinus",1,"Macroglossus sobrinus","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE"
1,"Macropus fuliginosus","Yes",40563,"Macropus fuliginosus","LR/lc",NA,NA,"CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE",TRUE,TRUE,"552732","Macropus fuliginosus","CHORDATA",1,"Kangurus fuliginosus","MAMMALIA","DIPROTODONTIA","MACROPODIDAE",TRUE,NA,"Macropus fuliginosus",1,"Macropus fuliginosus","CHORDATA","MAMMALIA","DIPROTODONTIA","MACROPODIDAE"
1,"Malacorhynchus membranaceus","Yes",22680336,"Malacorhynchus membranaceus","LR/lc",NA,NA,"CHORDATA","AVES","ANSERIFORMES","ANATIDAE",TRUE,TRUE,"175224","Malacorhynchus membranaceus","CHORDATA",1,"Anas membranacea","AVES","ANSERIFORMES","ANATIDAE",TRUE,NA,"Malacorhynchus membranaceus",1,"Malacorhynchus membranaceus","CHORDATA","AVES","ANSERIFORMES","ANATIDAE"
1,"Mandrillus sphinx","Yes",12754,"Mandrillus sphinx","V",3,"Mandrillus sphinx;Mandrillus sphinx;Simia sphinx","CHORDATA","MAMMALIA","PRIMATES","CERCOPITHECIDAE",TRUE,TRUE,"573031","Mandrillus sphinx","CHORDATA",14,"Maimon burlacei;Mandrillus escherichi;Mandrillus hagenbecki;Mandrillus insularis;Simia latidens;Simia madarogaster;Simia maimon;Simia mormon;Simia pennanti;Papio planirostris;Mandrillus schreberi;Simia suilla;Mandrillus tessmanni;Mandrillus zenkeri","MAMMALIA","PRIMATES","CERCOPITHECIDAE",TRUE,NA,"Mandrillus sphinx",1,"Mandrillus sphinx","CHORDATA","MAMMALIA","PRIMATES","CERCOPITHECIDAE"
1,"Manis javanica","Yes",12763,"Manis javanica","LR/nt",NA,NA,"CHORDATA","MAMMALIA","PHOLIDOTA","MANIDAE",TRUE,TRUE,NA,NA,NA,1,NA,NA,NA,NA,TRUE,NA,"Manis javanica",1,"Manis javanica","CHORDATA","MAMMALIA","PHOLIDOTA","MANIDAE"
1,"Manis pentadactyla","Yes",12764,"Manis pentadactyla","LR/nt",NA,NA,"CHORDATA","MAMMALIA","PHOLIDOTA","MANIDAE",TRUE,TRUE,"584931","Manis pentadactyla","CHORDATA",5,"Manis brachyura;Pholidotus assamensis;Phatages bengalensis;Manis dalmanni;Pholidotus kreyenbergi","MAMMALIA","PHOLIDOTA","MANIDAE",TRUE,NA,"Manis pentadactyla",1,"Manis pentadactyla","CHORDATA","MAMMALIA","PHOLIDOTA","MANIDAE"
1,"Mareca americana","Yes",22680163,"Mareca americana","LR/lc",1,"Anas americana","CHORDATA","AVES","ANSERIFORMES","ANATIDAE",TRUE,TRUE,"175095","Mareca americana","CHORDATA",1,"Anas americana","AVES","ANSERIFORMES","ANATIDAE",TRUE,NA,"Mareca americana",1,"Mareca americana","CHORDATA","AVES","ANSERIFORMES","ANATIDAE"
1,"Mareca falcata","Yes",22680153,"Mareca falcata","LR/lc",1,"Anas falcata","CHORDATA","AVES","ANSERIFORMES","ANATIDAE",TRUE,TRUE,"1192582","Mareca falcata","CHORDATA",1,"Anas falcata","AVES","ANSERIFORMES","ANATIDAE",TRUE,NA,"Mareca falcata",1,"Mareca falcata","CHORDATA","AVES","ANSERIFORMES","ANATIDAE"
1,"Mareca penelope","Yes",22680157,"Mareca penelope","LR/lc",1,"Anas penelope","CHORDATA","AVES","ANSERIFORMES","ANATIDAE",TRUE,TRUE,"1192583","Mareca penelope","CHORDATA",1,"Anas penelope","AVES","ANSERIFORMES","ANATIDAE",TRUE,NA,"Mareca penelope",1,"Mareca penelope","CHORDATA","AVES","ANSERIFORMES","ANATIDAE"
1,"Mareca sibilatrix","Yes",22680167,"Mareca sibilatrix","LR/lc",1,"Anas sibilatrix","CHORDATA","AVES","ANSERIFORMES","ANATIDAE",TRUE,TRUE,"1192584","Mareca sibilatrix","CHORDATA",1,"Anas sibilatrix","AVES","ANSERIFORMES","ANATIDAE",TRUE,NA,"Mareca sibilatrix",1,"Mareca sibilatrix","CHORDATA","AVES","ANSERIFORMES","ANATIDAE"
1,"Mareca strepera","Yes",22680149,"Mareca strepera","LR/lc",1,"Anas strepera","CHORDATA","AVES","ANSERIFORMES","ANATIDAE",TRUE,TRUE,NA,NA,NA,1,NA,NA,NA,NA,TRUE,NA,"Mareca strepera",1,"Mareca strepera","CHORDATA","AVES","ANSERIFORMES","ANATIDAE"
1,"Marmaronetta angustirostris","Yes",22680339,"Marmaronetta angustirostris","TRUE",1,"Anas angustirostris","CHORDATA","AVES","ANSERIFORMES","ANATIDAE",TRUE,TRUE,"553925","Marmaronetta angustirostris","CHORDATA",1,"Anas angustirostris","AVES","ANSERIFORMES","ANATIDAE",TRUE,NA,"Marmaronetta angustirostris",1,"Marmaronetta angustirostris","CHORDATA","AVES","ANSERIFORMES","ANATIDAE"
1,"Marmosa demerarae","Yes",40510,"Marmosa demerarae","LR/lc",1,"Micoureus demerarae","CHORDATA","MAMMALIA","DIDELPHIMORPHIA","DIDELPHIDAE",TRUE,TRUE,"1255406","Marmosa demerarae","CHORDATA",1,"Micoureus demerarae","MAMMALIA","DIDELPHIMORPHIA","DIDELPHIDAE",TRUE,"2439898","Marmosa demerarae",2,"Marmosa demerarae;Micoureus demerarae","CHORDATA","MAMMALIA","DIDELPHIMORPHIA","DIDELPHIDAE"
1,"Marmosa murina","Yes",40505,"Marmosa murina","LR/lc",NA,NA,"CHORDATA","MAMMALIA","DIDELPHIMORPHIA","DIDELPHIDAE",TRUE,TRUE,"552549","Marmosa murina","CHORDATA",1,"Didelphis murina","MAMMALIA","DIDELPHIMORPHIA","DIDELPHIDAE",TRUE,"NA-2439859","Marmosa murina-Marmosa murino-Marmosa marica",4,"Marmosa murina;Marmosa murino;Marmosa marica;Gracilinanus marica","CHORDATA","MAMMALIA","DIDELPHIMORPHIA","DIDELPHIDAE"
1,"Marmosa robinsoni","Yes",40506,"Marmosa robinsoni","LR/lc",NA,NA,"CHORDATA","MAMMALIA","DIDELPHIMORPHIA","DIDELPHIDAE",TRUE,TRUE,"552550",NA,"CHORDATA",NA,NA,"MAMMALIA","DIDELPHIMORPHIA","DIDELPHIDAE",TRUE,NA,"Marmosa robinsoni-Marmosa robinsont",2,"Marmosa robinsoni;Marmosa robinsont","CHORDATA","MAMMALIA","DIDELPHIMORPHIA","DIDELPHIDAE"
1,"Marmosops parvidens","Yes",12824,"Marmosops parvidens","LR/nt",NA,NA,"CHORDATA","MAMMALIA","DIDELPHIMORPHIA","DIDELPHIDAE",TRUE,TRUE,"552562","Marmosops parvidens","CHORDATA",1,"Marmosa parvidens","MAMMALIA","DIDELPHIMORPHIA","DIDELPHIDAE",TRUE,NA,"Marmosops parvidens",1,"Marmosops parvidens","CHORDATA","MAMMALIA","DIDELPHIMORPHIA","DIDELPHIDAE"
1,"Marmota baibacina","Yes",12829,"Marmota baibacina","LR/lc",3,"Marmota centralis;Marmota baibacina;Marmota baibacina","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE",TRUE,TRUE,NA,NA,NA,1,NA,NA,NA,NA,TRUE,"NA-4263704","Marmota baibacina",1,"Marmota baibacina","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE"
1,"Marmota caudata","Yes",12825,"Marmota caudata","LR/nt",NA,NA,"CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE",TRUE,TRUE,NA,NA,NA,1,NA,NA,NA,NA,TRUE,"NA-2175979","Marmota caudata-Maeota caudata",3,"Marmota caudata;Maeota caudata;Maeota dichrura","CHORDATA-ARTHROPODA","MAMMALIA-ARACHNIDA","RODENTIA-ARANEAE","SCIURIDAE-SALTICIDAE"
1,"Marmota himalayana","Yes",12826,"Marmota himalayana","LR/lc",1,"Marmota bobac","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE",TRUE,TRUE,NA,NA,NA,1,NA,NA,NA,NA,TRUE,NA,"Marmota himalayana",1,"Marmota himalayana","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE"
1,"Marmota monax","Yes",42458,"Marmota monax","LR/lc",NA,NA,"CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE",TRUE,TRUE,NA,NA,NA,1,NA,NA,NA,NA,TRUE,NA,"Marmota monax",1,"Marmota monax","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE"
1,"Marmota sibirica","Yes",12832,"Marmota sibirica","LR/lc",2,"Marmota sibirica;Marmota sibirica","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE",TRUE,TRUE,NA,NA,NA,1,NA,NA,NA,NA,TRUE,NA,"Marmota sibirica",1,"Marmota sibirica","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE"
1,"Martes americana","Yes",41648,"Martes americana","LR/lc",1,"Martes caurina","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE",TRUE,TRUE,"180559","Martes americana","CHORDATA",9,"Mustela americanus;Mustela atrata;Mustela brumalis;Mustela leucopus;Mustela huro;Mustela martinus;Mustela boria;Mustela nesophila;Mustela vulpina","MAMMALIA","CARNIVORA","MUSTELIDAE",TRUE,"NA-2288752","Martes americana-Martesia americana",3,"Martes americana;Martesia americana;Martesia striata","CHORDATA-MOLLUSCA","MAMMALIA-BIVALVIA","CARNIVORA-MYIDA","MUSTELIDAE-PHOLADIDAE"
1,"Martes foina","Yes",29672,"Martes foina","LR/lc",1,"Mustela foina","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE",TRUE,TRUE,"621941","Martes foina","CHORDATA",7,"Mustela foina;Mustela toufoeus;Mustela intermedia;Mustela mediterranea;Martes rosanowi;Martes domestica;Martes leucolachnaea","MAMMALIA","CARNIVORA","MUSTELIDAE",TRUE,NA,"Martes foina-Martes foxi",2,"Martes foina;Martes foxi","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE"
1,"Mastomys erythroleucus","Yes",12866,"Mastomys erythroleucus","LR/lc",NA,NA,"CHORDATA","MAMMALIA","RODENTIA","MURIDAE",TRUE,TRUE,"585319","Mastomys erythroleucus","CHORDATA",3,"Mus calopus;Epimys gambianus;Mus peregrinus","MAMMALIA","RODENTIA","MURIDAE",TRUE,NA,"Mastomys erythroleucus",1,"Mastomys erythroleucus","CHORDATA","MAMMALIA","RODENTIA","MURIDAE"
1,"Mastomys huberti","Yes",45061,"Mastomys huberti","LC",NA,NA,"CHORDATA","MAMMALIA","RODENTIA","MURIDAE",TRUE,TRUE,NA,NA,NA,1,NA,NA,NA,NA,TRUE,NA,"Mastomys huberti",1,"Mastomys huberti","CHORDATA","MAMMALIA","RODENTIA","MURIDAE"
1,"Mastomys natalensis","Yes",12868,"Mastomys natalensis","LR/lc",3,"Mastomys hildebrandtii;Myomys fumatus;Mus natalensis","CHORDATA","MAMMALIA","RODENTIA","MURIDAE",TRUE,TRUE,"585321","Mastomys natalensis","CHORDATA",13,"Mastomys hildebrandtii;Myomys fumatus;Mus caffer;Mus fumatus;Mus fusca;Mus hildebrandtii;Mus illovoensis;Mystromys longicaudatus;Mus microdon;Mus muscardinus;Epimys panya;Mus tana;Mus ugandae","MAMMALIA","RODENTIA","MURIDAE",TRUE,NA,"Mastomys natalensis",1,"Mastomys natalensis","CHORDATA","MAMMALIA","RODENTIA","MURIDAE"
1,"Mastomys","Yes",12865,"Mastomys coucha","LR/lc",1,"Mus coucha","CHORDATA","MAMMALIA","RODENTIA","MURIDAE",TRUE,FALSE,"585318;585319;585321;970840","Mastomys coucha;Mastomys erythroleucus;Mastomys natalensis;Mastomys kollmannspergeri",NA,22,"Mus breyeri;Mus limpopoensis;Mus marikquensis;Mus silaceus;Mus socialis;Mus calopus;Epimys gambianus;Mus peregrinus;Mastomys hildebrandtii;Myomys fumatus;Mus caffer;Mus fumatus;Mus fusca;Mus hildebrandtii;Mus illovoensis;Mystromys longicaudatus;Mus microdon;Mus muscardinus;Epimys panya;Mus tana;Mus ugandae;Mastomys verheyeni",NA,NA,NA,TRUE,"NA-2432146-4264894-2438907-2438911-4264822","Mastomys-Mystomys-Mastomys awashensis-Mastomys coucha-Mastomys erythroleucus-Mastomys huberti-Mastomys kollmannspergeri-Mastomys natalensis-Mastomys pernanus-Mastomys shortridgei-Mastomys shortridgeri-Mastomys angolae-Mastomys angolensis-Mastomys coucha bradfieldi-Mastomys coucha komatiensis-Mastomys coucha ovamboensis-Mastomys hildebrandtii-Mastomys verheyeni-Mastomys natalensis polyomavirus 1-Mastomys natalensis polyomavirus 2-Mastomys natalensis polyomavirus 3",23,"Mastomys;Mystomys;Mastomys awashensis;Mastomys coucha;Mastomys erythroleucus;Mastomys huberti;Mastomys kollmannspergeri;Mastomys natalensis;Mastomys pernanus;Mastomys shortridgei;Mastomys shortridgeri;Mastomys angolae;Mastomys angolensis;Mastomys coucha bradfieldi;Mastomys coucha komatiensis;Mastomys coucha ovamboensis;Mastomys hildebrandtii;Mastomys verheyeni;Mastomys natalensis polyomavirus 1;Mastomys natalensis polyomavirus 2;Mastomys natalensis polyomavirus 3;NA;Myomyscus angolensis","CHORDATA-COSSAVIRICOTA","MAMMALIA-PAPOVAVIRICETES","RODENTIA-AFROSORICIDA-SEPOLYVIRALES","MURIDAE-TENRECIDAE-POLYOMAVIRIDAE"
1,"Megaloglossus woermanni","Yes",84462869,"Megaloglossus woermanni","LC",NA,NA,"CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE",TRUE,TRUE,NA,NA,NA,1,NA,NA,NA,NA,TRUE,NA,"Megaloglossus woermanni",1,"Megaloglossus woermanni","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE"
1,"Megascops choliba","Yes",22688774,"Megascops choliba","LR/lc",1,"Otus choliba","CHORDATA","AVES","STRIGIFORMES","STRIGIDAE",TRUE,TRUE,"686663","Megascops choliba","CHORDATA",2,"Otus choliba;Strix choliba","AVES","STRIGIFORMES","STRIGIDAE",TRUE,NA,"Megascops choliba",1,"Megascops choliba","CHORDATA","AVES","STRIGIFORMES","STRIGIDAE"
1,"Melanitta americana","Yes",22732425,"Melanitta americana","NT",NA,NA,"CHORDATA","AVES","ANSERIFORMES","ANATIDAE",TRUE,TRUE,"714092","Melanitta americana","CHORDATA",1,"Oidemia americana","AVES","ANSERIFORMES","ANATIDAE",TRUE,NA,"Melanitta americana-Melitta americana",2,"Melanitta americana;Melitta americana","CHORDATA-ARTHROPODA","AVES-INSECTA","ANSERIFORMES-HYMENOPTERA","ANATIDAE-MELITTIDAE"
1,"Melanitta fusca","Yes",22724836,"Melanitta fusca","EN",2,"Melanitta fusca;Anas fusca","CHORDATA","AVES","ANSERIFORMES","ANATIDAE",TRUE,TRUE,"175163","Melanitta fusca","CHORDATA",1,"Anas fusca","AVES","ANSERIFORMES","ANATIDAE",TRUE,NA,"Melanitta fusca",1,"Melanitta fusca","CHORDATA","AVES","ANSERIFORMES","ANATIDAE"
1,"Melanitta nigra","Yes",22724879,"Melanitta nigra","LC",NA,NA,"CHORDATA","AVES","ANSERIFORMES","ANATIDAE",TRUE,TRUE,"175171","Melanitta nigra","CHORDATA",1,"Anas nigra","AVES","ANSERIFORMES","ANATIDAE",TRUE,NA,"Melanitta nigra",1,"Melanitta nigra","CHORDATA","AVES","ANSERIFORMES","ANATIDAE"
1,"Melanitta perspicillata","Yes",22680441,"Melanitta perspicillata","LR/lc",NA,NA,"CHORDATA","AVES","ANSERIFORMES","ANATIDAE",TRUE,TRUE,"175170","Melanitta perspicillata","CHORDATA",1,"Anas perspicillata","AVES","ANSERIFORMES","ANATIDAE",TRUE,NA,"Melanitta perspicillata",1,"Melanitta perspicillata","CHORDATA","AVES","ANSERIFORMES","ANATIDAE"
1,"Meleagris gallopavo","Yes",22679525,"Meleagris gallopavo","LR/lc",NA,NA,"CHORDATA","AVES","GALLIFORMES","PHASIANIDAE",TRUE,TRUE,NA,NA,NA,1,NA,NA,NA,NA,TRUE,NA,"Meleagris gallopavo",1,"Meleagris gallopavo","CHORDATA","AVES","GALLIFORMES","PHASIANIDAE"
1,"Meles anakuma","Yes",136242,"Meles anakuma","LC",1,"Meles meles","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE",TRUE,TRUE,NA,NA,NA,1,NA,NA,NA,NA,TRUE,NA,"Meles anakuma",1,"Meles anakuma","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE"
1,"Meles leucurus","Yes",136385,"Meles leucurus","LC",2,"Meles meles;Taxidia leucurus","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE",TRUE,TRUE,"726279","Meles leucurus","CHORDATA",1,"Taxidea leucurus","MAMMALIA","CARNIVORA","MUSTELIDAE",TRUE,NA,"Meles leucurus",1,"Meles leucurus","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE"
1,"Meles meles","Yes",29673,"Meles meles","LR/lc",6,"Meles canescens;Ursus meles;Meles meles;Meles meles;Meles meles;Meles meles","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE",TRUE,TRUE,"621922","Meles meles","CHORDATA",5,"Ursus meles;Taxus vulgaris;Meles taxus;Meles europaeus;Meles communis","MAMMALIA","CARNIVORA","MUSTELIDAE",TRUE,NA,"Meles meles",1,"Meles meles","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE"
1,"Mellivora capensis","Yes",41629,"Mellivora capensis","LR/lc",1,"Viverra capensis","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE",TRUE,TRUE,"621929","Mellivora capensis","CHORDATA",1,"Viverra capensis","MAMMALIA","CARNIVORA","MUSTELIDAE",TRUE,NA,"Mellivora capensis",1,"Mellivora capensis","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE"
1,"Melogale moschata","Yes",41626,"Melogale moschata","LR/lc",NA,NA,"CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE",TRUE,TRUE,"621924","Melogale moschata","CHORDATA",1,"Helictis moschata","MAMMALIA","CARNIVORA","MUSTELIDAE",TRUE,NA,"Melogale moschata",1,"Melogale moschata","CHORDATA","MAMMALIA","CARNIVORA","MUSTELIDAE"
1,"Melopsittacus undulatus","Yes",22685223,"Melopsittacus undulatus","LR/lc",NA,NA,"CHORDATA","AVES","PSITTACIFORMES","PSITTACIDAE",TRUE,TRUE,"177597","Melopsittacus undulatus","CHORDATA",1,"Psittacus undulatus","AVES","PSITTACIFORMES","PSITTACULIDAE",TRUE,NA,"Melopsittacus undulatus",1,"Melopsittacus undulatus","CHORDATA","AVES","PSITTACIFORMES","PSITTACIDAE"
1,"Melospiza melodia","Yes",22721058,"Melospiza melodia","LR/lc",1,"Zonotrichia melodia melodia","CHORDATA","AVES","PASSERIFORMES","PASSERELLIDAE",TRUE,TRUE,"179492","Melospiza melodia","CHORDATA",1,"Zonotrichia melodia","AVES","PASSERIFORMES","PASSERELLIDAE",TRUE,NA,"Melospiza melodia",1,"Melospiza melodia","CHORDATA","AVES","PASSERIFORMES","PASSERELLIDAE"
1,"Melursus ursinus","Yes",13143,"Melursus ursinus","I",1,"Bradypus ursinus","CHORDATA","MAMMALIA","CARNIVORA","URSIDAE",TRUE,TRUE,"621848","Melursus ursinus","CHORDATA",1,"Bradypus ursinus","MAMMALIA","CARNIVORA","URSIDAE",TRUE,NA,"Melursus ursinus",1,"Melursus ursinus","CHORDATA","MAMMALIA","CARNIVORA","URSIDAE"
1,"Mephitis mephitis","Yes",41635,"Mephitis mephitis","LR/lc",NA,NA,"CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE",TRUE,TRUE,"180562","Mephitis mephitis","CHORDATA",1,"Viverra mephitis","MAMMALIA","CARNIVORA","MEPHITIDAE",TRUE,"NA-7193898","Mephitis mephitis-Mephitis mephatis-Mephitis mephitica",3,"Mephitis mephitis;Mephitis mephatis;Mephitis mephitica","CHORDATA","MAMMALIA","CARNIVORA","MEPHITIDAE"
1,"Mergellus albellus","Yes",22680465,"Mergellus albellus","LR/lc",2,"Mergus albellus albellus;Mergus albellus NA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE",TRUE,TRUE,"175196","Mergellus albellus","CHORDATA",1,"Mergus albellus","AVES","ANSERIFORMES","ANATIDAE",TRUE,"NA-2498285","Mergellus albellus-Mergullus albellus",2,"Mergellus albellus;Mergullus albellus","CHORDATA","AVES","ANSERIFORMES","ANATIDAE"
1,"Mergus merganser","Yes",22680492,"Mergus merganser","LR/lc",NA,NA,"CHORDATA","AVES","ANSERIFORMES","ANATIDAE",TRUE,TRUE,NA,NA,NA,1,NA,NA,NA,NA,TRUE,NA,"Mergus merganser",1,"Mergus merganser","CHORDATA","AVES","ANSERIFORMES","ANATIDAE"
1,"Mergus squamatus","Yes",22680488,"Mergus squamatus","TRUE",NA,NA,"CHORDATA","AVES","ANSERIFORMES","ANATIDAE",TRUE,TRUE,NA,NA,NA,1,NA,NA,NA,NA,TRUE,NA,"Mergus squamatus",1,"Mergus squamatus","CHORDATA","AVES","ANSERIFORMES","ANATIDAE"
1,"Meriones meridianus","Yes",13165,"Meriones meridianus","LR/lc",1,"Mus meridianus","CHORDATA","MAMMALIA","RODENTIA","MURIDAE",TRUE,TRUE,"632981","Meriones meridianus","CHORDATA",9,"Meriones auceps;Gerbillus brevicaudatus;Meriones buechneri;Gerbillus cryptorhinus;Meriones fulvus;Gerbillus lepturus;Gerbillus psammophilus;Gerbillus roborowskii;Gerbillus urianchaicus","MAMMALIA","RODENTIA","MURIDAE",TRUE,NA,"Meriones meridianus",1,"Meriones meridianus","CHORDATA","MAMMALIA","RODENTIA","MURIDAE"
1,"Meriones unguiculatus","Yes",13171,"Meriones unguiculatus","LR/lc",4,"Meriones chihfengensis;Pallasiomys unguiculatus;Meriones koslovi;Meriones kurauchii","CHORDATA","MAMMALIA","RODENTIA","MURIDAE",TRUE,TRUE,"632988","Meriones unguiculatus","CHORDATA",2,"Gerbillus koslovi;Meriones kurauchii","MAMMALIA","RODENTIA","MURIDAE",TRUE,NA,"Meriones unguiculatus",1,"Meriones unguiculatus","CHORDATA","MAMMALIA","RODENTIA","MURIDAE"
1,"Merops apiaster","Yes",22683756,"Merops apiaster","LR/lc",NA,NA,"CHORDATA","AVES","CORACIIFORMES","MEROPIDAE",TRUE,TRUE,NA,NA,NA,1,NA,NA,NA,NA,TRUE,NA,"Merops apiaster",1,"Merops apiaster","CHORDATA","AVES","CORACIIFORMES","MEROPIDAE"
1,"Mesocricetus auratus","Yes",13219,"Mesocricetus auratus","EN",1,"Cricetus auratus","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE",TRUE,TRUE,NA,NA,NA,1,NA,NA,NA,NA,TRUE,NA,"Mesocricetus auratus",1,"Mesocricetus auratus","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE"
1,"Mesomys hispidus","Yes",13234,"Mesomys hispidus","LR/lc",NA,NA,"CHORDATA","MAMMALIA","RODENTIA","ECHIMYIDAE",TRUE,TRUE,"584824","Mesomys hispidus","CHORDATA",3,"Mesomys ecaudatus;Mesomys ferrugineus;Echimys hispidus","MAMMALIA","RODENTIA","ECHIMYIDAE",TRUE,NA,"Mesomys hispidus",1,"Mesomys hispidus","CHORDATA","MAMMALIA","RODENTIA","ECHIMYIDAE"
1,"Microcarbo coronatus","Yes",22696730,"Microcarbo coronatus","NT",1,"Phalacrocorax coronatus","CHORDATA","AVES","SULIFORMES","PHALACROCORACIDAE",TRUE,TRUE,"823998","Microcarbo coronatus","CHORDATA",2,"Phalacrocorax coronatus;Graculus coronatus","AVES","SULIFORMES","PHALACROCORACIDAE",TRUE,NA,"Microcarbo coronatus",1,"Microcarbo coronatus","CHORDATA","AVES","SULIFORMES","PHALACROCORACIDAE"
1,"Microcarbo niger","Yes",22696740,"Microcarbo niger","LR/lc",1,"Phalacrocorax niger","CHORDATA","AVES","SULIFORMES","PHALACROCORACIDAE",TRUE,TRUE,"823999","Microcarbo niger","CHORDATA",2,"Phalacrocorax niger;Hydrocorax niger","AVES","SULIFORMES","PHALACROCORACIDAE",TRUE,NA,"Microcarbo niger",1,"Microcarbo niger","CHORDATA","AVES","SULIFORMES","PHALACROCORACIDAE"
1,"Micromys minutus","Yes",13373,"Micromys minutus","LR/nt",1,"Mus minutus","CHORDATA","MAMMALIA","RODENTIA","MURIDAE",TRUE,TRUE,"585369","Micromys minutus","CHORDATA",18,"Micromys agilis;Mus arundinaceus;Mus arvensis;Mus avenarius;Mus campestris;Mus erythrotis;Mus meridionalis;Mus messorius;Mus minatus;Mus minimus;Mus oryzivorus;Mus parvulus;Mus pendulinus;Mus pratensis;Mus pumilus;Mus pygmaeus;Mus soricinus;Mus triticeus","MAMMALIA","RODENTIA","MURIDAE",TRUE,"NA-5219833-7412107","Micromys minutus-Micromys minatus-Microdus minutus",4,"Micromys minutus;Micromys minatus;Microdus minutus;Leptotrichella minuta","CHORDATA-BRYOPHYTA","MAMMALIA-BRYOPSIDA","RODENTIA-DICRANALES","MURIDAE-DICRANELLACEAE"
1,"Microtus agrestis","Yes",221684458,"Microtus agrestis","LC",1,"Mus agrestis","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE",TRUE,TRUE,"632855","Microtus agrestis","CHORDATA",11,"Microtus arcturus;Arvicola bailloni;Arvicola britannicus;Mus gregarius;Arvicola hirta;Lemmus insularis;Arvicola intermedia;Arvicola levernedii;Microtus macgillivrayi;Arvicola neglectus;Arvicola rozianus","MAMMALIA","RODENTIA","CRICETIDAE",TRUE,NA,"Microtus agrestis",1,"Microtus agrestis","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE"
1,"Microtus arvalis","Yes",221687974,"Microtus arvalis","LR/lc",1,"Mus arvalis","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE",TRUE,TRUE,"632856","Microtus arvalis","CHORDATA",16,"Microtus obscurus;Arvicola arvensis;Microtus angularis;Microtus asturianus;Microtus brevirostris;Arvicola campestris;Arvicola cunicularius;Lemmus fulvus;Microtus hyrcania;Arvicola incertus;Arvicola mystacinus;Hypudaeus obscurus;Microtus orcadensis;Microtus sarnius;Microtus terrestris;Arvicola vulgaris","MAMMALIA","RODENTIA","CRICETIDAE",TRUE,"NA-2438162-2438638","Microtus arvalis-Microtus nivalis-Microtus parvulus",5,"Microtus arvalis;Microtus nivalis;Microtus parvulus;Chionomys nivalis;Microtus pinetorum","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE"
