"X","Or_name","IUCN_Present","IUCN_id","IUCN_name","IUCN_Category","IUCN_N_syn","IUCN_syn","IUCN_Phylum","IUCN_Class","IUCN_Order","IUCN_Family","ITIS_Present","ITIS_is_valid","ITIS_id","ITIS_name","ITIS_Phylum","ITIS_N_syn","ITIS_syn","ITIS_Class","ITIS_Order","ITIS_Family","GBIF_Present","GBIF_id","GBIF_name","GBIF_N_syn","GBIF_syn","GBIF_Phylum","GBIF_Class","GBIF_Order","GBIF_Family"
1,"Acanthis flammea","Yes",22725044,"Acanthis flammea","LC",1,"Carduelis flammea","CHORDATA","AVES","PASSERIFORMES","FRINGILLIDAE",TRUE,TRUE,"179241","Acanthis flammea","CHORDATA",1,"Carduelis flammea","AVES","PASSERIFORMES","FRINGILLIDAE",TRUE,NA,"Acanthis flammea",1,"Acanthis flammea","CHORDATA","AVES","PASSERIFORMES","FRINGILLIDAE"
1,"Acanthophis antarcticus","Yes",42492756,"Acanthophis antarcticus","LC",1,"Boa antarctica","CHORDATA","REPTILIA","SQUAMATA","ELAPIDAE",TRUE,TRUE,"700433","Acanthophis antarcticus","CHORDATA",1,"Boa antarctica","REPTILIA","SQUAMATA","ELAPIDAE",TRUE,NA,"Acanthophis antarcticus",1,"Acanthophis antarcticus","CHORDATA","SQUAMATA",NA,"ELAPIDAE"
1,"Accipiter cooperii","Yes",22695656,"Accipiter cooperii","LR/lc",NA,NA,"CHORDATA","AVES","ACCIPITRIFORMES","ACCIPITRIDAE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,"Accipiter cooperii-Accipiter collaris",2,"Accipiter cooperii;Accipiter collaris","CHORDATA","AVES","ACCIPITRIFORMES","ACCIPITRIDAE"
1,"Accipiter nisus","Yes",22695624,"Accipiter nisus","LR/lc",NA,NA,"CHORDATA","AVES","ACCIPITRIFORMES","ACCIPITRIDAE",TRUE,TRUE,"175333","Accipiter nisus","CHORDATA",1,"Falco nisus","AVES","ACCIPITRIFORMES","ACCIPITRIDAE",TRUE,NA,"Accipiter nisus-Accipiter nanus",2,"Accipiter nisus;Accipiter nanus","CHORDATA","AVES","ACCIPITRIFORMES","ACCIPITRIDAE"
1,"Accipiter striatus","Yes",22734130,"Accipiter striatus","NR",NA,NA,"CHORDATA","AVES","ACCIPITRIFORMES","ACCIPITRIDAE",TRUE,TRUE,NA,NA,NA,1,NA,NA,NA,NA,TRUE,NA,"Accipiter striatus",1,"Accipiter striatus","CHORDATA","AVES","ACCIPITRIFORMES","ACCIPITRIDAE"
1,"Accipiter trivirgatus","Yes",22695462,"Accipiter trivirgatus","LR/lc",NA,NA,"CHORDATA","AVES","ACCIPITRIFORMES","ACCIPITRIDAE",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"NA-2480603","Accipiter trivirgatus-Accipiter trivigatus",2,"Accipiter trivirgatus;Accipiter trivigatus","CHORDATA","AVES","ACCIPITRIFORMES","ACCIPITRIDAE"
1,"Acerodon celebensis","Yes",137,"Acerodon celebensis","LR/nt",NA,NA,"CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE",TRUE,TRUE,"631539","Acerodon celebensis","CHORDATA",1,"Pteropus celebensis","MAMMALIA","CHIROPTERA","PTEROPODIDAE",TRUE,NA,"Acerodon celebensis",1,"Acerodon celebensis","CHORDATA","MAMMALIA","CHIROPTERA","PTEROPODIDAE"
1,"Acinonyx jubatus","Yes",219,"Acinonyx jubatus","V",1,"Felis jubata","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE",TRUE,TRUE,"183813","Acinonyx jubatus","CHORDATA",1,"Felis jubata","MAMMALIA","CARNIVORA","FELIDAE",TRUE,NA,"Acinonyx jubatus-Acinonyx guttatus",2,"Acinonyx jubatus;Acinonyx guttatus","CHORDATA","MAMMALIA","CARNIVORA","FELIDAE"
1,"Acrocephalus dumetorum","Yes",22714736,"Acrocephalus dumetorum","LR/lc",NA,NA,"CHORDATA","AVES","PASSERIFORMES","ACROCEPHALIDAE",TRUE,TRUE,NA,NA,NA,1,NA,NA,NA,NA,TRUE,NA,"Acrocephalus dumetorum",1,"Acrocephalus dumetorum","CHORDATA","AVES","PASSERIFORMES","ACROCEPHALIDAE"
1,"Actitis macularius","Yes",22693277,"Actitis macularius","LR/lc",3,"Tringa macularia macularia;Actitis macularia macularia;Actitis macularia macularia","CHORDATA","AVES","CHARADRIIFORMES","SCOLOPACIDAE",TRUE,TRUE,"726049","Actitis macularius","CHORDATA",2,"Actitis macularia;Tringa macularia","AVES","CHARADRIIFORMES","SCOLOPACIDAE",TRUE,"NA-2481798","Actitis macularius-Actites macularia",2,"Actitis macularius;Actites macularia","CHORDATA","AVES","CHARADRIIFORMES","SCOLOPACIDAE"
1,"Aechmophorus occidentalis","Yes",22696631,"Aechmophorus occidentalis","LR/lc",NA,NA,"CHORDATA","AVES","PODICIPEDIFORMES","PODICIPEDIDAE",TRUE,TRUE,NA,NA,NA,1,NA,NA,NA,NA,TRUE,NA,"Aechmophorus occidentalis",1,"Aechmophorus occidentalis","CHORDATA","AVES","PODICIPEDIFORMES","PODICIPEDIDAE"
1,"Aegithalos caudatus","Yes",103871923,"Aegithalos caudatus","LC",NA,NA,"CHORDATA","AVES","PASSERIFORMES","AEGITHALIDAE",TRUE,TRUE,NA,NA,NA,1,NA,NA,NA,NA,TRUE,NA,"Aegithalos caudatus",1,"Aegithalos caudatus","CHORDATA","AVES","PASSERIFORMES","AEGITHALIDAE"
1,"Aegypius monachus","Yes",22695231,"Aegypius monachus","TRUE",NA,NA,"CHORDATA","AVES","ACCIPITRIFORMES","ACCIPITRIDAE",TRUE,TRUE,"175494","Aegypius monachus","CHORDATA",1,"Vultur monachus","AVES","ACCIPITRIFORMES","ACCIPITRIDAE",TRUE,NA,"Aegypius monachus",1,"Aegypius monachus","CHORDATA","AVES","ACCIPITRIFORMES","ACCIPITRIDAE"
1,"Agelaius phoeniceus","Yes",22724191,"Agelaius phoeniceus","NR",NA,NA,"CHORDATA","AVES","PASSERIFORMES","ICTERIDAE",TRUE,TRUE,"179045","Agelaius phoeniceus","CHORDATA",1,"Oriolus phoeniceus","AVES","PASSERIFORMES","ICTERIDAE",TRUE,NA,"Agelaius phoeniceus",1,"Agelaius phoeniceus","CHORDATA","AVES","PASSERIFORMES","ICTERIDAE"
1,"Agropsar sturninus","Yes",22710870,"Agropsar sturninus","LR/lc",1,"Sturnus sturninus","CHORDATA","AVES","PASSERIFORMES","STURNIDAE",TRUE,TRUE,"915880","Agropsar sturninus","CHORDATA",1,"Sturnus sturninus","AVES","PASSERIFORMES","STURNIDAE",TRUE,NA,"Agropsar sturninus",1,"Agropsar sturninus","CHORDATA","AVES","PASSERIFORMES","STURNIDAE"
1,"Ailuropoda melanoleuca","Yes",712,"Ailuropoda melanoleuca","N/A",1,"Ursus melanoleucus","CHORDATA","MAMMALIA","CARNIVORA","URSIDAE",TRUE,TRUE,"621845","Ailuropoda melanoleuca","CHORDATA",1,"Ursus melanoleucus","MAMMALIA","CARNIVORA","URSIDAE",TRUE,NA,"Ailuropoda melanoleuca",1,"Ailuropoda melanoleuca","CHORDATA","MAMMALIA","CARNIVORA","URSIDAE"
1,"Ailurus fulgens","Yes",714,"Ailurus fulgens","K",1,"Ailurus styani","CHORDATA","MAMMALIA","CARNIVORA","AILURIDAE",TRUE,TRUE,"621846","Ailurus fulgens","CHORDATA",1,"Ailurus ochraceus","MAMMALIA","CARNIVORA","AILURIDAE",TRUE,NA,"Ailurus fulgens",1,"Ailurus fulgens","CHORDATA","MAMMALIA","CARNIVORA","AILURIDAE"
1,"Aix galericulata","Yes",22680107,"Aix galericulata","NT",NA,NA,"CHORDATA","AVES","ANSERIFORMES","ANATIDAE",TRUE,TRUE,"175123","Aix galericulata","CHORDATA",1,"Anas galericulata","AVES","ANSERIFORMES","ANATIDAE",TRUE,NA,"Aix galericulata",1,"Aix galericulata","CHORDATA","AVES","ANSERIFORMES","ANATIDAE"
1,"Aix sponsa","Yes",22680104,"Aix sponsa","LR/lc",NA,NA,"CHORDATA","AVES","ANSERIFORMES","ANATIDAE",TRUE,TRUE,"175122","Aix sponsa","CHORDATA",1,"Anas sponsa","AVES","ANSERIFORMES","ANATIDAE",TRUE,NA,"Aix sponsa",1,"Aix sponsa","CHORDATA","AVES","ANSERIFORMES","ANATIDAE"
1,"Akodon azarae","Yes",726,"Akodon azarae","LR/lc",NA,NA,"CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE",TRUE,TRUE,NA,NA,NA,1,NA,NA,NA,NA,TRUE,NA,"Akodon azarae",1,"Akodon azarae","CHORDATA","MAMMALIA","RODENTIA","CRICETIDAE"
1,"Alca torda","Yes",22694852,"Alca torda","LR/lc",NA,NA,"CHORDATA","AVES","CHARADRIIFORMES","ALCIDAE",TRUE,TRUE,NA,NA,NA,1,NA,NA,NA,NA,TRUE,NA,"Alca torda",1,"Alca torda","CHORDATA","AVES","CHARADRIIFORMES","ALCIDAE"
1,"Alces alces","Yes",56003281,"Alces alces","LC",1,"Cervus alces","CHORDATA","MAMMALIA","ARTIODACTYLA","CERVIDAE",TRUE,TRUE,"180703","Alces alces","CHORDATA",1,"Cervus alces","MAMMALIA","ARTIODACTYLA","CERVIDAE",TRUE,"NA-2440940","Alces alces-Alces alce",2,"Alces alces;Alces alce","CHORDATA","MAMMALIA","ARTIODACTYLA","CERVIDAE"
1,"Alectoris barbara","Yes",22678707,"Alectoris barbara","LR/lc",1,"Perdix Barbara","CHORDATA","AVES","GALLIFORMES","PHASIANIDAE",TRUE,TRUE,NA,NA,NA,1,NA,NA,NA,NA,TRUE,NA,"Alectoris barbara",1,"Alectoris barbara","CHORDATA","AVES","GALLIFORMES","PHASIANIDAE"
1,"Alectoris chukar","Yes",22678691,"Alectoris chukar","LR/lc",NA,NA,"CHORDATA","AVES","GALLIFORMES","PHASIANIDAE",TRUE,TRUE,NA,NA,NA,1,NA,NA,NA,NA,TRUE,NA,"Alectoris chukar",1,"Alectoris chukar","CHORDATA","AVES","GALLIFORMES","PHASIANIDAE"
1,"Alectoris graeca","Yes",22678684,"Alectoris graeca","LR/lc",NA,NA,"CHORDATA","AVES","GALLIFORMES","PHASIANIDAE",TRUE,TRUE,NA,NA,NA,1,NA,NA,NA,NA,TRUE,NA,"Alectoris graeca",1,"Alectoris graeca","CHORDATA","AVES","GALLIFORMES","PHASIANIDAE"
1,"Alectoris rufa","Yes",22678711,"Alectoris rufa","LR/lc",NA,NA,"CHORDATA","AVES","GALLIFORMES","PHASIANIDAE",TRUE,TRUE,NA,NA,NA,1,NA,NA,NA,NA,TRUE,NA,"Alectoris rufa",1,"Alectoris rufa","CHORDATA","AVES","GALLIFORMES","PHASIANIDAE"
1,"Marmota himalayana","Yes",12826,"Marmota himalayana","LR/lc",1,"Marmota bobac","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE",TRUE,TRUE,NA,NA,NA,1,NA,NA,NA,NA,TRUE,NA,"Marmota himalayana",1,"Marmota himalayana","CHORDATA","MAMMALIA","RODENTIA","SCIURIDAE"
1,"Turdus iliacus","Yes",22708819,"Turdus iliacus","LR/lc",NA,NA,"CHORDATA","AVES","PASSERIFORMES","TURDIDAE",TRUE,TRUE,"179769","Turdus iliacus","CHORDATA",1,"Turdus musicus","AVES","PASSERIFORMES","TURDIDAE",TRUE,NA,"Turdus iliacus",1,"Turdus iliacus","CHORDATA","AVES","PASSERIFORMES","TURDIDAE"
1,"Tetrastes bonasia","Yes",22679494,"Tetrastes bonasia","LR/lc",1,"Bonasa bonasia","CHORDATA","AVES","GALLIFORMES","PHASIANIDAE",TRUE,TRUE,"677536","Tetrastes bonasia","CHORDATA",1,"Bonasa bonasia","AVES","GALLIFORMES","PHASIANIDAE",TRUE,NA,"Tetrastes bonasia",1,"Tetrastes bonasia","CHORDATA","AVES","GALLIFORMES","PHASIANIDAE"
1,"Allactaga sibirica","Yes",859,"Allactaga sibirica","LR/lc",9,"Dipus saltator;Allactaga grisescens;Dipus halticus;Allactaga alactaga;Alactaga suschkini;Allactaga mongolica;Alactaga salicus;Dipus brachyurus;Allactaga semideserta","CHORDATA","MAMMALIA","RODENTIA","DIPODIDAE",TRUE,TRUE,"609741","Allactaga sibirica","CHORDATA",9,"Dipus alactaga;Dipus annulatus;Dipus brachyurus;Allactaga grisescens;Dipus halticus;Allactaga ruckbeili;Mus saliens;Dipus saltator;Allactaga suschkini","MAMMALIA","RODENTIA","DIPODIDAE",TRUE,NA,"Allactaga sibirica",1,"Allactaga sibirica","CHORDATA","MAMMALIA","RODENTIA","DIPODIDAE"
1,"Alligator mississippiensis","Yes",46583,"Alligator mississippiensis","LR/lc",1,"Crocodilus mississipiensis","CHORDATA","REPTILIA","CROCODYLIA","ALLIGATORIDAE",TRUE,TRUE,"551771","Alligator mississippiensis","CHORDATA",2,"Alligator mississipiensis;Crocodilus mississipiensis","REPTILIA","CROCODILIA","ALLIGATORIDAE",TRUE,NA,"Alligator mississippiensis-Alligator missisipensis",2,"Alligator mississippiensis;Alligator missisipensis","CHORDATA","CROCODYLIA",NA,"ALLIGATORIDAE"
1,"Alligator sinensis","Yes",867,"Alligator sinensis","E",NA,NA,"CHORDATA","REPTILIA","CROCODYLIA","ALLIGATORIDAE",TRUE,TRUE,NA,NA,NA,1,NA,NA,NA,NA,TRUE,NA,"Alligator sinensis",1,"Alligator sinensis","CHORDATA","CROCODYLIA",NA,"ALLIGATORIDAE"
1,"Alopochen aegyptiaca","Yes",22679993,"Alopochen aegyptiaca","LR/lc",4,"Alopochen aegyptiacus NA;Alopochen aegyptiacus NA;Alopochen aegyptiacus NA;Alopochen aegyptiacus NA","CHORDATA","AVES","ANSERIFORMES","ANATIDAE",TRUE,TRUE,"175214","Alopochen aegyptiaca","CHORDATA",2,"Alopochen aegyptiacus;Anas aegyptiaca","AVES","ANSERIFORMES","ANATIDAE",TRUE,NA,"Alopochen aegyptiaca",1,"Alopochen aegyptiaca","CHORDATA","AVES","ANSERIFORMES","ANATIDAE"
1,"Alouatta caraya","Yes",41545,"Alouatta caraya","LR/lc",NA,NA,"CHORDATA","MAMMALIA","PRIMATES","ATELIDAE",TRUE,TRUE,"572936","Alouatta caraya","CHORDATA",4,"Mycetes barbatus;Stentor niger;Simia straminea;Simia caraya","MAMMALIA","PRIMATES","ATELIDAE",TRUE,NA,"Alouatta caraya",1,"Alouatta caraya","CHORDATA","MAMMALIA","PRIMATES","ATELIDAE"
1,"Alouatta guariba","Yes",39916,"Alouatta guariba","I",1,"Alouatta fusca","CHORDATA","MAMMALIA","PRIMATES","ATELIDAE",TRUE,TRUE,"944185","Alouatta guariba","CHORDATA",1,"Simia guariba","MAMMALIA","PRIMATES","ATELIDAE",TRUE,NA,"Alouatta guariba",1,"Alouatta guariba","CHORDATA","MAMMALIA","PRIMATES","ATELIDAE"
1,"Alouatta pigra","Yes",914,"Alouatta pigra","I",1,"Alouatta pigra","CHORDATA","MAMMALIA","PRIMATES","ATELIDAE",TRUE,TRUE,"572940","Alouatta pigra","CHORDATA",1,"Mycetes villosus","MAMMALIA","PRIMATES","ATELIDAE",TRUE,"NA-9213198","Alouatta pigra-Alouatta nigra",3,"Alouatta pigra;Alouatta nigra;Lagothrix lagothricha","CHORDATA","MAMMALIA","PRIMATES","ATELIDAE"
1,"Alouatta sara","Yes",41546,"Alouatta sara","LR/lc",1,"Alouatta seniculus","CHORDATA","MAMMALIA","PRIMATES","ATELIDAE",TRUE,TRUE,NA,NA,NA,1,NA,NA,NA,NA,TRUE,"NA-4267231","Alouatta sara-Alouatta juara",3,"Alouatta sara;Alouatta juara;Alouatta seniculus","CHORDATA","MAMMALIA","PRIMATES","ATELIDAE"
1,"Alouatta seniculus","Yes",198676562,"Alouatta seniculus","LC",4,"Simia seniculus;Alouatta seniculus;Alouatta insulanus;Alouatta macconnelli","CHORDATA","MAMMALIA","PRIMATES","ATELIDAE",TRUE,TRUE,NA,NA,NA,1,NA,NA,NA,NA,TRUE,NA,"Alouatta seniculus",1,"Alouatta seniculus","CHORDATA","MAMMALIA","PRIMATES","ATELIDAE"
1,"Alouatta","Yes",39957,"Alouatta belzebul","LR/lc",8,"Mycetes bicolor;Alouatta belzebul;Mycetes belzebul ;Mycetes rufimanus;Mycetes discolor;Simia belzebul;Simia beelzebub;Mycetes flavimanus","CHORDATA","MAMMALIA","PRIMATES","ATELIDAE",TRUE,FALSE,"572935;572936;572939;572940;944180;944183;944185","Alouatta belzebul;Alouatta caraya;Alouatta palliata;Alouatta pigra;Alouatta arctoidea;Alouatta discolor;Alouatta guariba",NA,14,"Simia beelzebub;Mycetes flavimanus;Mycetes rufimanus;Mycetes barbatus;Stentor niger;Simia straminea;Simia caraya;Alouatta aequatorialis;Alouatta inclamax;Mycetes niger;Mycetes villosus;Simia ursinus;Mycetes discolor;Simia guariba",NA,NA,NA,TRUE,"NA-2436647-2436649-2436655-5786098-7262056-4267229-5786099-11147983-4267231-9213198-2436653-4827329-7262057-2436651","Alouatta-Alouata-Alouatta sara-Alouatta arctoidea-Alouatta belzebul-Alouatta caraya-Alouatta discolor-Alouatta guariba-Alouatta guariba clamitans-Alouatta guariba guariba-Alouatta macconnelli-Alouatta nigerrima-Alouatta palliata-Alouatta palliata aequatorialis-Alouatta palliata mexicana-Alouatta palliata palliata-Alouatta palliata trabeata-Alouatta pigra-Alouatta puruensis-Alouatta seniculus-Alouatta seniculus insulanus-Alouatta seniculus juara-Alouatta seniculus puruensis-Alouatta seniculus seniculus-Alouatta ululata-Alouatta aequatorialis-Alouatta belzebul tapajozensis-Alouatta belzebul tapojozensis-Alouatta belzebul ululata-Alouatta beniensis-Alouatta clamitans-Alouatta coibensis-Alouatta coibensis coibensis-Alouatta fusca clamitans-Alouatta fusca fusca-Alouatta inclamax-Alouatta insulanus-Alouatta juara-Alouatta nigra-Alouatta palliata inconsonans-Alouatta palliata pigra-Alouatta palliata quichua-Alouatta pigra luctuosa-Alouatta seniculus amazonica-Alouatta seniculus arctoidea-Alouatta seniculus bogotensis-Alouatta seniculus sara-Aluatta-Sanguinolaria alouatta",51,"Alouatta;Alouata;Alouatta sara;Alouatta arctoidea;Alouatta belzebul;Alouatta caraya;Alouatta discolor;Alouatta guariba;Alouatta guariba clamitans;Alouatta guariba guariba;Alouatta macconnelli;Alouatta nigerrima;Alouatta palliata;Alouatta palliata aequatorialis;Alouatta palliata mexicana;Alouatta palliata palliata;Alouatta palliata trabeata;Alouatta pigra;Alouatta puruensis;Alouatta seniculus;Alouatta seniculus insulanus;Alouatta seniculus juara;Alouatta seniculus puruensis;Alouatta seniculus seniculus;Alouatta ululata;Alouatta aequatorialis;Alouatta belzebul tapajozensis;Alouatta belzebul tapojozensis;Alouatta belzebul ululata;Alouatta beniensis;Alouatta clamitans;Alouatta coibensis;Alouatta coibensis coibensis;Alouatta fusca clamitans;Alouatta fusca fusca;Alouatta inclamax;Alouatta insulanus;Alouatta juara;Alouatta nigra;Alouatta palliata inconsonans;Alouatta palliata pigra;Alouatta palliata quichua;Alouatta pigra luctuosa;Alouatta seniculus amazonica;Alouatta seniculus arctoidea;Alouatta seniculus bogotensis;Alouatta seniculus sara;Aluatta;Sanguinolaria alouatta;NA;Lagothrix lagothricha","CHORDATA-MOLLUSCA","MAMMALIA-BIVALVIA","PRIMATES-CARDIIDA","ATELIDAE-PSAMMOBIIDAE"
1,"Amazona aestiva","Yes",22686332,"Amazona aestiva","LR/lc",NA,NA,"CHORDATA","AVES","PSITTACIFORMES","PSITTACIDAE",TRUE,TRUE,"177783","Amazona aestiva","CHORDATA",1,"Psittacus aestivus","AVES","PSITTACIFORMES","PSITTACIDAE",TRUE,NA,"Amazona aestiva-Amazona festiva",2,"Amazona aestiva;Amazona festiva","CHORDATA","AVES","PSITTACIFORMES","PSITTACIDAE"
1,"Amazona albifrons","Yes",22686222,"Amazona albifrons","LR/lc",NA,NA,"CHORDATA","AVES","PSITTACIFORMES","PSITTACIDAE",TRUE,TRUE,"177785","Amazona albifrons","CHORDATA",1,"Psittacus albifrons","AVES","PSITTACIFORMES","PSITTACIDAE",TRUE,NA,"Amazona albifrons",1,"Amazona albifrons","CHORDATA","AVES","PSITTACIFORMES","PSITTACIDAE"
1,"Amazona autumnalis","Yes",22728292,"Amazona autumnalis","LC",NA,NA,"CHORDATA","AVES","PSITTACIFORMES","PSITTACIDAE",TRUE,TRUE,"177788","Amazona autumnalis","CHORDATA",1,"Psittacus autumnalis","AVES","PSITTACIFORMES","PSITTACIDAE",TRUE,NA,"Amazona autumnalis",1,"Amazona autumnalis","CHORDATA","AVES","PSITTACIFORMES","PSITTACIDAE"
1,"Amazona oratrix","Yes",22686337,"Amazona oratrix","LR/lc",NA,NA,"CHORDATA","AVES","PSITTACIFORMES","PSITTACIDAE",TRUE,TRUE,NA,NA,NA,1,NA,NA,NA,NA,TRUE,NA,"Amazona oratrix",1,"Amazona oratrix","CHORDATA","AVES","PSITTACIFORMES","PSITTACIDAE"
1,"Amazonetta brasiliensis","Yes",22680115,"Amazonetta brasiliensis","LR/lc",NA,NA,"CHORDATA","AVES","ANSERIFORMES","ANATIDAE",TRUE,TRUE,NA,NA,NA,1,NA,NA,NA,NA,TRUE,NA,"Amazonetta brasiliensis",1,"Amazonetta brasiliensis","CHORDATA","AVES","ANSERIFORMES","ANATIDAE"
1,"Ambystoma mexicanum","Yes",1095,"Ambystoma mexicanum","R",1,"Gyrinus mexicanus","CHORDATA","AMPHIBIA","CAUDATA","AMBYSTOMATIDAE",TRUE,TRUE,"586244","Ambystoma mexicanum","CHORDATA",18,"Gyrinus mexicanus;Siren pisciformis;Triton mexicanus;Philhydrus pisciformis;Hypochton pisciformis;Siredon axolotl;Axolotus pisciformis;Sirenodon pisciformis;Stegoporus pisciformis;Stegoporus mexicanum;Hemitriton mexicanum;Axolotes guttata;Siren axolotl;Amblystoma weismanni;Siredon edule;Ambystoma edule;Siredon alba;Siredon humboldtii","AMPHIBIA","CAUDATA","AMBYSTOMATIDAE",TRUE,NA,"Ambystoma mexicanum",1,"Ambystoma mexicanum","CHORDATA","AMPHIBIA","CAUDATA","AMBYSTOMATIDAE"
1,"Amphibolurus muricatus","Yes",83410038,"Amphibolurus muricatus","LC",3,"Grammatophora muricata;Agama muricata;Lacerta muricata","CHORDATA","REPTILIA","SQUAMATA","AGAMIDAE",TRUE,TRUE,NA,NA,NA,1,NA,NA,NA,NA,TRUE,"NA-5226026","Amphibolurus muricatus-Amphibolurus imbricatus",3,"Amphibolurus muricatus;Amphibolurus imbricatus;Ctenophorus caudicinctus","CHORDATA","SQUAMATA",NA,"AGAMIDAE"
1,"Alouatta","Yes",39957,"Alouatta belzebul","LR/lc",8,"Mycetes bicolor;Alouatta belzebul;Mycetes belzebul ;Mycetes rufimanus;Mycetes discolor;Simia belzebul;Simia beelzebub;Mycetes flavimanus","CHORDATA","MAMMALIA","PRIMATES","ATELIDAE",TRUE,FALSE,"572935;572936;572939;572940;944180;944183;944185","Alouatta belzebul;Alouatta caraya;Alouatta palliata;Alouatta pigra;Alouatta arctoidea;Alouatta discolor;Alouatta guariba",NA,14,"Simia beelzebub;Mycetes flavimanus;Mycetes rufimanus;Mycetes barbatus;Stentor niger;Simia straminea;Simia caraya;Alouatta aequatorialis;Alouatta inclamax;Mycetes niger;Mycetes villosus;Simia ursinus;Mycetes discolor;Simia guariba",NA,NA,NA,TRUE,"NA-2436647-2436649-2436655-5786098-7262056-4267229-5786099-11147983-4267231-9213198-2436653-4827329-7262057-2436651","Alouatta-Alouata-Alouatta sara-Alouatta arctoidea-Alouatta belzebul-Alouatta caraya-Alouatta discolor-Alouatta guariba-Alouatta guariba clamitans-Alouatta guariba guariba-Alouatta macconnelli-Alouatta nigerrima-Alouatta palliata-Alouatta palliata aequatorialis-Alouatta palliata mexicana-Alouatta palliata palliata-Alouatta palliata trabeata-Alouatta pigra-Alouatta puruensis-Alouatta seniculus-Alouatta seniculus insulanus-Alouatta seniculus juara-Alouatta seniculus puruensis-Alouatta seniculus seniculus-Alouatta ululata-Alouatta aequatorialis-Alouatta belzebul tapajozensis-Alouatta belzebul tapojozensis-Alouatta belzebul ululata-Alouatta beniensis-Alouatta clamitans-Alouatta coibensis-Alouatta coibensis coibensis-Alouatta fusca clamitans-Alouatta fusca fusca-Alouatta inclamax-Alouatta insulanus-Alouatta juara-Alouatta nigra-Alouatta palliata inconsonans-Alouatta palliata pigra-Alouatta palliata quichua-Alouatta pigra luctuosa-Alouatta seniculus amazonica-Alouatta seniculus arctoidea-Alouatta seniculus bogotensis-Alouatta seniculus sara-Aluatta-Sanguinolaria alouatta",51,"Alouatta;Alouata;Alouatta sara;Alouatta arctoidea;Alouatta belzebul;Alouatta caraya;Alouatta discolor;Alouatta guariba;Alouatta guariba clamitans;Alouatta guariba guariba;Alouatta macconnelli;Alouatta nigerrima;Alouatta palliata;Alouatta palliata aequatorialis;Alouatta palliata mexicana;Alouatta palliata palliata;Alouatta palliata trabeata;Alouatta pigra;Alouatta puruensis;Alouatta seniculus;Alouatta seniculus insulanus;Alouatta seniculus juara;Alouatta seniculus puruensis;Alouatta seniculus seniculus;Alouatta ululata;Alouatta aequatorialis;Alouatta belzebul tapajozensis;Alouatta belzebul tapojozensis;Alouatta belzebul ululata;Alouatta beniensis;Alouatta clamitans;Alouatta coibensis;Alouatta coibensis coibensis;Alouatta fusca clamitans;Alouatta fusca fusca;Alouatta inclamax;Alouatta insulanus;Alouatta juara;Alouatta nigra;Alouatta palliata inconsonans;Alouatta palliata pigra;Alouatta palliata quichua;Alouatta pigra luctuosa;Alouatta seniculus amazonica;Alouatta seniculus arctoidea;Alouatta seniculus bogotensis;Alouatta seniculus sara;Aluatta;Sanguinolaria alouatta;NA;Lagothrix lagothricha","CHORDATA-MOLLUSCA","MAMMALIA-BIVALVIA","PRIMATES-CARDIIDA","ATELIDAE-PSAMMOBIIDAE"
1,"Anas acuta","Yes",22680301,"Anas acuta","LR/lc",NA,NA,"CHORDATA","AVES","ANSERIFORMES","ANATIDAE",TRUE,TRUE,"175074",NA,"CHORDATA",NA,NA,"AVES","ANSERIFORMES","ANATIDAE",TRUE,NA,"Anas acuta",1,"Anas acuta","CHORDATA","AVES","ANSERIFORMES","ANATIDAE"
1,"Anas capensis","Yes",22680145,"Anas capensis","LR/lc",NA,NA,"CHORDATA","AVES","ANSERIFORMES","ANATIDAE",TRUE,TRUE,NA,NA,NA,1,NA,NA,NA,NA,TRUE,"NA-2391600-2184559","Anas capensis-Anabas capensis-Argas capensis",5,"Anas capensis;Anabas capensis;Argas capensis;Sandelia capensis;Carios capensis","CHORDATA-ARTHROPODA","AVES-NA-ARACHNIDA","ANSERIFORMES-PERCIFORMES-IXODIDA","ANATIDAE-ANABANTIDAE-ARGASIDAE"
1,"Anas carolinensis","Yes",22729498,"Anas carolinensis","LC",NA,NA,"CHORDATA","AVES","ANSERIFORMES","ANATIDAE",TRUE,TRUE,"714089",NA,"CHORDATA",NA,NA,"AVES","ANSERIFORMES","ANATIDAE",TRUE,"NA-2498125-7869349","Anas carolinensis-Anas carolinense-Abax carolinensis",4,"Anas carolinensis;Anas carolinense;Abax carolinensis;Cyclotrachelus sigillatus","CHORDATA-ARTHROPODA","AVES-INSECTA","ANSERIFORMES-COLEOPTERA","ANATIDAE-CARABIDAE"
1,"Anas castanea","Yes",22680277,"Anas castanea","LR/lc",NA,NA,"CHORDATA","AVES","ANSERIFORMES","ANATIDAE",TRUE,TRUE,"175100","Anas castanea","CHORDATA",1,"Mareca castanea","AVES","ANSERIFORMES","ANATIDAE",TRUE,NA,"Anas castanea",1,"Anas castanea","CHORDATA","AVES","ANSERIFORMES","ANATIDAE"
