generated_at_utc,table_name,file_name,rows,columns,source_description
2026-07-02 14:12:05 UTC,disease_modelling_pilot,disease_modelling_pilot.csv,31,34,Generated from disease_modelling_readiness_full.csv rows in the non-held WHO pilot subset.
2026-07-02 14:12:05 UTC,pilot_hosts,pilot_hosts.csv,2250,18,Filtered host rows from species_host_vector_roster.csv using readiness-script disease matches.
2026-07-02 14:12:05 UTC,pilot_vectors,pilot_vectors.csv,447,26,"Filtered vector rows from species_host_vector_roster.csv using readiness-script disease matches, including reviewed/draft vector role assignments where available."
2026-07-02 14:12:05 UTC,pilot_countries,pilot_countries.csv,1188,16,Filtered and summarised GenBank disease-country and WHO DON country evidence using readiness-script disease matches.
2026-07-02 14:12:05 UTC,pilot_sdm_species,pilot_sdm_species.csv,2697,17,"Filtered host/vector roster species joined to the accessible SDM species inventory, with projection and comparison status where available."
2026-07-02 14:12:05 UTC,pilot_sdm_species_role_ready,pilot_sdm_species_role_ready.csv,2697,32,"Compact role-enriched pilot_sdm_species companion table with generated host/vector role buckets, selected proxy and review fields, and SDM availability."
2026-07-02 14:12:05 UTC,pilot_evidence_summary,pilot_evidence_summary.csv,31,73,"Disease-level evidence, role, country, SDM, and join-count fields from the full readiness audit table."
