species_key,species,model_file_count,model_paths,source_labels,has_top_level_model,has_nested_model,nested_contexts,has_ensemble_mean,has_tss_clipped,prediction_statuses
connochaetes taurinus,Connochaetes taurinus,1,hosts/Connochaetes_taurinus/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Connochaetes_taurinus,TRUE,TRUE,completed
conus erythraeensis,Conus erythraeensis,1,hosts/Conus_erythraeensis/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Conus_erythraeensis,TRUE,TRUE,completed
coquillettidia perturbans,Coquillettidia perturbans,1,vectors/Coquillettidia_perturbans/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Coquillettidia_perturbans,TRUE,TRUE,completed
coquillettidia richiardii,Coquillettidia richiardii,1,vectors/Coquillettidia_richiardii/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Coquillettidia_richiardii,TRUE,TRUE,completed
cricetomys gambianus,Cricetomys gambianus,1,hosts/Cricetomys_gambianus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Cricetomys_gambianus,TRUE,TRUE,completed
crocidura lasiura,Crocidura lasiura,1,hosts/Crocidura_lasiura/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Crocidura_lasiura,TRUE,TRUE,completed
crocidura leucodon,Crocidura leucodon,1,hosts/Crocidura_leucodon/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Crocidura_leucodon,TRUE,TRUE,completed
crocidura olivieri,Crocidura olivieri,1,hosts/Crocidura_olivieri/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Crocidura_olivieri,TRUE,TRUE,completed
crocidura russula,Crocidura russula,1,hosts/Crocidura_russula/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Crocidura_russula,TRUE,TRUE,completed
crocuta crocuta,Crocuta crocuta,1,hosts/Crocuta_crocuta/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Crocuta_crocuta,TRUE,TRUE,completed
crotalus durissus,Crotalus durissus,1,hosts/Crotalus_durissus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Crotalus_durissus,TRUE,TRUE,completed
crotalus willardi,Crotalus willardi,1,hosts/Crotalus_willardi/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Crotalus_willardi,TRUE,TRUE,completed
culex annulioris,Culex annulioris,1,vectors/Culex_annulioris/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Culex_annulioris,TRUE,TRUE,completed
culex annulirostris,Culex annulirostris,1,vectors/Culex_annulirostris/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Culex_annulirostris,TRUE,TRUE,completed
culex antennatus,Culex antennatus,1,vectors/Culex_antennatus/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Culex_antennatus,TRUE,TRUE,completed
culex bitaeniorhynchus,Culex bitaeniorhynchus,1,vectors/Culex_bitaeniorhynchus/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Culex_bitaeniorhynchus,TRUE,TRUE,completed
culex coronator,Culex coronator,1,vectors/Culex_coronator/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Culex_coronator,TRUE,TRUE,completed
culex erraticus,Culex erraticus,1,vectors/Culex_erraticus/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Culex_erraticus,TRUE,TRUE,completed
culex erythrothorax,Culex erythrothorax,1,vectors/Culex_erythrothorax/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Culex_erythrothorax,TRUE,TRUE,completed
culex modestus,Culex modestus,1,vectors/Culex_modestus/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Culex_modestus,TRUE,TRUE,completed
culex molestus,Culex molestus,1,vectors/Culex_molestus/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Culex_molestus,TRUE,TRUE,completed
culex nigripalpus,Culex nigripalpus,1,vectors/Culex_nigripalpus/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Culex_nigripalpus,TRUE,TRUE,completed
culex perexiguus,Culex perexiguus,1,vectors/Culex_perexiguus/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Culex_perexiguus,TRUE,TRUE,completed
culex pipiens,Culex pipiens,1,vectors/Culex_pipiens/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Culex_pipiens,TRUE,TRUE,completed
culex pipiens biotype molestus,Culex pipiens biotype molestus,1,vectors/Culex_pipiens_biotype_molestus/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Culex_pipiens_biotype_molestus,TRUE,TRUE,completed
culex pipiens biotype pipiens,Culex pipiens biotype pipiens,1,vectors/Culex_pipiens_biotype_pipiens/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Culex_pipiens_biotype_pipiens,TRUE,TRUE,completed
culex pipiens complex,Culex pipiens complex,1,vectors/Culex_pipiens_complex/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Culex_pipiens_complex,TRUE,TRUE,completed
culex pipiens form molestus,Culex pipiens form molestus,1,vectors/Culex_pipiens_form_molestus/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Culex_pipiens_form_molestus,TRUE,TRUE,completed
culex pipiens hybrid form,Culex pipiens hybrid form,1,vectors/Culex_pipiens_hybrid_form/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Culex_pipiens_hybrid_form,TRUE,TRUE,completed
culex pipiens molestus,Culex pipiens molestus,1,vectors/Culex_pipiens_molestus/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Culex_pipiens_molestus,TRUE,TRUE,completed
culex pipiens pipiens,Culex pipiens pipiens,1,vectors/Culex_pipiens_pipiens/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Culex_pipiens_pipiens,TRUE,TRUE,completed
culex pipiens restuans,Culex pipiens restuans,1,vectors/Culex_pipiens_restuans/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Culex_pipiens_restuans,TRUE,TRUE,completed
culex pipiens s l,Culex pipiens s l,1,vectors/Culex_pipiens_s_l/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Culex_pipiens_s_l,TRUE,TRUE,completed
culex poicilipes,Culex poicilipes,1,vectors/Culex_poicilipes/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Culex_poicilipes,TRUE,TRUE,completed
culex quinquefasciatus,Culex quinquefasciatus,1,vectors/Culex_quinquefasciatus/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Culex_quinquefasciatus,TRUE,TRUE,completed
culex quinquefasciatus say,Culex quinquefasciatus say,1,vectors/Culex_quinquefasciatus_say/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Culex_quinquefasciatus_say,TRUE,TRUE,completed
culex restuans,Culex restuans,1,vectors/Culex_restuans/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Culex_restuans,TRUE,TRUE,completed
culex salinarius,Culex salinarius,1,vectors/Culex_salinarius/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Culex_salinarius,TRUE,TRUE,completed
culex sitiens,Culex sitiens,1,vectors/Culex_sitiens/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Culex_sitiens,TRUE,TRUE,completed
culex stigmatosoma,Culex stigmatosoma,1,vectors/Culex_stigmatosoma/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Culex_stigmatosoma,TRUE,TRUE,completed
culex tarsalis,Culex tarsalis,1,vectors/Culex_tarsalis/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Culex_tarsalis,TRUE,TRUE,completed
culex territans,Culex territans,1,vectors/Culex_territans/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Culex_territans,TRUE,TRUE,completed
culex theileri,Culex theileri,1,vectors/Culex_theileri/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Culex_theileri,TRUE,TRUE,completed
culex torrentium,Culex torrentium,1,vectors/Culex_torrentium/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Culex_torrentium,TRUE,TRUE,completed
culex tritaeniorhynchus,Culex tritaeniorhynchus,1,vectors/Culex_tritaeniorhynchus/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Culex_tritaeniorhynchus,TRUE,TRUE,completed
culex univittatus,Culex univittatus,1,vectors/Culex_univittatus/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Culex_univittatus,TRUE,TRUE,completed
culex vansomereni,Culex vansomereni,1,vectors/Culex_vansomereni/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Culex_vansomereni,TRUE,TRUE,completed
culex zombaensis,Culex zombaensis,1,vectors/Culex_zombaensis/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Culex_zombaensis,TRUE,TRUE,completed
culiseta inornata,Culiseta inornata,1,vectors/Culiseta_inornata/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Culiseta_inornata,TRUE,TRUE,completed
culiseta melanura,Culiseta melanura,1,vectors/Culiseta_melanura/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Culiseta_melanura,TRUE,TRUE,completed
cyclura cornuta,Cyclura cornuta,1,hosts/Cyclura_cornuta/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Cyclura_cornuta,TRUE,TRUE,completed
cynomys ludovicianus,Cynomys ludovicianus,1,hosts/Cynomys_ludovicianus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Cynomys_ludovicianus,TRUE,TRUE,completed
cynopterus brachyotis,Cynopterus brachyotis,1,hosts/Cynopterus_brachyotis/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Cynopterus_brachyotis,TRUE,TRUE,completed
cynopterus sphinx,Cynopterus sphinx,1,hosts/Cynopterus_sphinx/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Cynopterus_sphinx,TRUE,TRUE,completed
cystophora cristata,Cystophora cristata,1,hosts/Cystophora_cristata/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Cystophora_cristata,TRUE,TRUE,completed
dama dama,Dama dama,1,hosts/Dama_dama/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Dama_dama,TRUE,TRUE,completed
damaliscus pygargus,Damaliscus pygargus,1,hosts/Damaliscus_pygargus/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Damaliscus_pygargus,TRUE,TRUE,completed
dasyprocta leporina,Dasyprocta leporina,1,hosts/Dasyprocta_leporina/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Dasyprocta_leporina,TRUE,TRUE,completed
delphinapterus leucas,Delphinapterus leucas,1,hosts/Delphinapterus_leucas/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Delphinapterus_leucas,TRUE,TRUE,completed
delphinus delphis,Delphinus delphis,1,hosts/Delphinus_delphis/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Delphinus_delphis,TRUE,TRUE,completed
dendrelaphis punctulatus,Dendrelaphis punctulatus,1,hosts/Dendrelaphis_punctulatus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Dendrelaphis_punctulatus,TRUE,TRUE,completed
dermacentor marginatus,Dermacentor marginatus,1,vectors/Dermacentor_marginatus/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Dermacentor_marginatus,TRUE,TRUE,completed
dermacentor reticulatus,Dermacentor reticulatus,1,vectors/Dermacentor_reticulatus/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Dermacentor_reticulatus,TRUE,TRUE,completed
dermanura phaeotis,Dermanura phaeotis,1,hosts/Dermanura_phaeotis/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Dermanura_phaeotis,TRUE,TRUE,completed
desmodus rotundus,Desmodus rotundus,1,hosts/Desmodus_rotundus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Desmodus_rotundus,TRUE,TRUE,completed
diceros bicornis,Diceros bicornis,1,hosts/Diceros_bicornis/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Diceros_bicornis,TRUE,TRUE,completed
dicotyles tajacu,Dicotyles tajacu,1,hosts/Dicotyles_tajacu/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Dicotyles_tajacu,TRUE,TRUE,completed
didelphis marsupialis,Didelphis marsupialis,1,hosts/Didelphis_marsupialis/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Didelphis_marsupialis,TRUE,TRUE,completed
didelphis virginiana,Didelphis virginiana,1,hosts/Didelphis_virginiana/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Didelphis_virginiana,TRUE,TRUE,completed
eidolon dupreanum,Eidolon dupreanum,1,hosts/Eidolon_dupreanum/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Eidolon_dupreanum,TRUE,TRUE,completed
eidolon helvum,Eidolon helvum,1,hosts/Eidolon_helvum/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Eidolon_helvum,TRUE,TRUE,completed
eira barbara,Eira barbara,1,hosts/Eira_barbara/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Eira_barbara,TRUE,TRUE,completed
elaphodus cephalophus,Elaphodus cephalophus,1,hosts/Elaphodus_cephalophus/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Elaphodus_cephalophus,TRUE,TRUE,completed
elephas maximus,Elephas maximus,1,hosts/Elephas_maximus/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Elephas_maximus,TRUE,TRUE,completed
enhydra lutris,Enhydra lutris,1,hosts/Enhydra_lutris/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Enhydra_lutris,TRUE,TRUE,completed
eonycteris spelaea,Eonycteris spelaea,1,hosts/Eonycteris_spelaea/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Eonycteris_spelaea,TRUE,TRUE,completed
epomophorus gambianus,Epomophorus gambianus,1,hosts/Epomophorus_gambianus/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Epomophorus_gambianus,TRUE,TRUE,completed
epomops franqueti,Epomops franqueti,1,hosts/Epomops_franqueti/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Epomops_franqueti,TRUE,TRUE,completed
eptesicus fuscus,Eptesicus fuscus,1,hosts/Eptesicus_fuscus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Eptesicus_fuscus,TRUE,TRUE,completed
equus asinus,Equus asinus,1,hosts/Equus_asinus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Equus_asinus,TRUE,TRUE,completed
equus caballus,Equus caballus,1,hosts/Equus_caballus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Equus_caballus,TRUE,TRUE,completed
equus przewalskii,Equus przewalskii,1,hosts/Equus_przewalskii/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Equus_przewalskii,TRUE,TRUE,completed
erinaceus amurensis,Erinaceus amurensis,1,hosts/Erinaceus_amurensis/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Erinaceus_amurensis,TRUE,TRUE,completed
erinaceus europaeus,Erinaceus europaeus,1,hosts/Erinaceus_europaeus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Erinaceus_europaeus,TRUE,TRUE,completed
erinaceus roumanicus,Erinaceus roumanicus,1,hosts/Erinaceus_roumanicus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Erinaceus_roumanicus,TRUE,TRUE,completed
erythrocebus patas,Erythrocebus patas,1,hosts/Erythrocebus_patas/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Erythrocebus_patas,TRUE,TRUE,completed
eulamprus heatwolei,Eulamprus heatwolei,1,hosts/Eulamprus_heatwolei/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Eulamprus_heatwolei,TRUE,TRUE,completed
eulemur rufus,Eulemur rufus,1,hosts/Eulemur_rufus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Eulemur_rufus,TRUE,TRUE,completed
felis catus,Felis catus,1,hosts/Felis_catus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Felis_catus,TRUE,TRUE,completed
felis nigripes,Felis nigripes,1,hosts/Felis_nigripes/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Felis_nigripes,TRUE,TRUE,completed
felis silvestris,Felis silvestris,1,hosts/Felis_silvestris/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Felis_silvestris,TRUE,TRUE,completed
galago senegalensis,Galago senegalensis,1,hosts/Galago_senegalensis/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Galago_senegalensis,TRUE,TRUE,completed
galagoides demidoff,Galagoides demidoff,1,hosts/Galagoides_demidoff/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Galagoides_demidoff,TRUE,TRUE,completed
galictis cuja,Galictis cuja,1,hosts/Galictis_cuja/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Galictis_cuja,TRUE,TRUE,completed
garrulax canorus,Garrulax canorus,1,hosts/Garrulax_canorus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Garrulax_canorus,TRUE,TRUE,completed
genetta genetta,Genetta genetta,1,hosts/Genetta_genetta/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Genetta_genetta,TRUE,TRUE,completed
gerbilliscus leucogaster,Gerbilliscus leucogaster,1,hosts/Gerbilliscus_leucogaster/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Gerbilliscus_leucogaster,TRUE,TRUE,completed
giraffa camelopardalis,Giraffa camelopardalis,1,hosts/Giraffa_camelopardalis/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Giraffa_camelopardalis,TRUE,TRUE,completed
giraffa giraffa,Giraffa giraffa,1,hosts/Giraffa_giraffa/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Giraffa_giraffa,TRUE,TRUE,completed
globicephala melas,Globicephala melas,1,hosts/Globicephala_melas/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Globicephala_melas,TRUE,TRUE,completed
glossophaga mutica,Glossophaga mutica,1,hosts/Glossophaga_mutica/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Glossophaga_mutica,TRUE,TRUE,completed
glossophaga soricina,Glossophaga soricina,1,hosts/Glossophaga_soricina/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Glossophaga_soricina,TRUE,TRUE,completed
gorilla beringei,Gorilla beringei,1,hosts/Gorilla_beringei/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Gorilla_beringei,TRUE,TRUE,completed
gorilla gorilla,Gorilla gorilla,1,hosts/Gorilla_gorilla/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Gorilla_gorilla,TRUE,TRUE,completed
haemaphysalis punctata,Haemaphysalis punctata,1,vectors/Haemaphysalis_punctata/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Haemaphysalis_punctata,TRUE,TRUE,completed
halichoerus grypus,Halichoerus grypus,1,hosts/Halichoerus_grypus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Halichoerus_grypus,TRUE,TRUE,completed
hemiechinus auritus,Hemiechinus auritus,1,hosts/Hemiechinus_auritus/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Hemiechinus_auritus,TRUE,TRUE,completed
herpestes ichneumon,Herpestes ichneumon,1,hosts/Herpestes_ichneumon/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Herpestes_ichneumon,TRUE,TRUE,completed
heterodon nasicus,Heterodon nasicus,1,hosts/Heterodon_nasicus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Heterodon_nasicus,TRUE,TRUE,completed
heteromys anomalus,Heteromys anomalus,1,hosts/Heteromys_anomalus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Heteromys_anomalus,TRUE,TRUE,completed
hipposideros armiger,Hipposideros armiger,1,hosts/Hipposideros_armiger/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Hipposideros_armiger,TRUE,TRUE,completed
hipposideros caffer,Hipposideros caffer,1,hosts/Hipposideros_caffer/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Hipposideros_caffer,TRUE,TRUE,completed
hipposideros larvatus,Hipposideros larvatus,1,hosts/Hipposideros_larvatus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Hipposideros_larvatus,TRUE,TRUE,completed
hippotragus niger,Hippotragus niger,1,hosts/Hippotragus_niger/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Hippotragus_niger,TRUE,TRUE,completed
hoolock hoolock,Hoolock hoolock,1,hosts/Hoolock_hoolock/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Hoolock_hoolock,TRUE,TRUE,completed
hoplocephalus bungaroides,Hoplocephalus bungaroides,1,hosts/Hoplocephalus_bungaroides/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Hoplocephalus_bungaroides,TRUE,TRUE,completed
hyaena hyaena,Hyaena hyaena,1,hosts/Hyaena_hyaena/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Hyaena_hyaena,TRUE,TRUE,completed
hyalomma aegyptium,Hyalomma aegyptium,1,vectors/Hyalomma_aegyptium/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Hyalomma_aegyptium,TRUE,TRUE,completed
hyalomma excavatum,Hyalomma excavatum,1,vectors/Hyalomma_excavatum/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Hyalomma_excavatum,TRUE,TRUE,completed
hyalomma lusitanicum,Hyalomma lusitanicum,1,vectors/Hyalomma_lusitanicum/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Hyalomma_lusitanicum,TRUE,TRUE,completed
hyalomma marginatum,Hyalomma marginatum,1,vectors/Hyalomma_marginatum/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Hyalomma_marginatum,TRUE,TRUE,completed
hyalomma onatoli,Hyalomma onatoli,1,vectors/Hyalomma_onatoli/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Hyalomma_onatoli,TRUE,TRUE,completed
hyalomma spp,Hyalomma spp,1,vectors/Hyalomma_spp/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Hyalomma_spp,TRUE,TRUE,completed
hydrochoerus hydrochaeris,Hydrochoerus hydrochaeris,1,hosts/Hydrochoerus_hydrochaeris/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Hydrochoerus_hydrochaeris,TRUE,TRUE,completed
hydropotes inermis,Hydropotes inermis,1,hosts/Hydropotes_inermis/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Hydropotes_inermis,TRUE,TRUE,completed
hylobates agilis,Hylobates agilis,1,hosts/Hylobates_agilis/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Hylobates_agilis,TRUE,TRUE,completed
hylobates albibarbis,Hylobates albibarbis,1,hosts/Hylobates_albibarbis/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Hylobates_albibarbis,TRUE,TRUE,completed
hylobates lar,Hylobates lar,1,hosts/Hylobates_lar/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Hylobates_lar,TRUE,TRUE,completed
hylobates pileatus,Hylobates pileatus,1,hosts/Hylobates_pileatus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Hylobates_pileatus,TRUE,TRUE,completed
hypsignathus monstrosus,Hypsignathus monstrosus,1,hosts/Hypsignathus_monstrosus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Hypsignathus_monstrosus,TRUE,TRUE,completed
hypsugo savii,Hypsugo savii,1,hosts/Hypsugo_savii/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Hypsugo_savii,TRUE,TRUE,completed
hystrix africaeaustralis,Hystrix africaeaustralis,1,hosts/Hystrix_africaeaustralis/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Hystrix_africaeaustralis,TRUE,TRUE,completed
hystrix cristata,Hystrix cristata,1,hosts/Hystrix_cristata/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Hystrix_cristata,TRUE,TRUE,completed
ichneumia albicauda,Ichneumia albicauda,1,hosts/Ichneumia_albicauda/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Ichneumia_albicauda,TRUE,TRUE,completed
iguana iguana,Iguana iguana,1,hosts/Iguana_iguana/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Iguana_iguana,TRUE,TRUE,completed
ixodes hexagonus,Ixodes hexagonus,1,vectors/Ixodes_hexagonus/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Ixodes_hexagonus,TRUE,TRUE,completed
ixodes persulcatus,Ixodes persulcatus,1,vectors/Ixodes_persulcatus/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Ixodes_persulcatus,TRUE,TRUE,completed
ixodes ricinus,Ixodes ricinus,1,vectors/Ixodes_ricinus/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Ixodes_ricinus,TRUE,TRUE,completed
ixodes scapularis,Ixodes scapularis,1,vectors/Ixodes_scapularis/model.rds,host_vector_server_rerun,FALSE,TRUE,vectors/Ixodes_scapularis,TRUE,TRUE,completed
kerivoula furva,Kerivoula furva,1,hosts/Kerivoula_furva/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Kerivoula_furva,TRUE,TRUE,completed
kobus ellipsiprymnus,Kobus ellipsiprymnus,1,hosts/Kobus_ellipsiprymnus/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Kobus_ellipsiprymnus,TRUE,TRUE,completed
lagenorhynchus acutus,Lagenorhynchus acutus,1,hosts/Lagenorhynchus_acutus/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Lagenorhynchus_acutus,TRUE,TRUE,completed
lagothrix lagothricha,Lagothrix lagothricha,1,hosts/Lagothrix_lagothricha/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Lagothrix_lagothricha,TRUE,TRUE,completed
lampropeltis alterna,Lampropeltis alterna,1,hosts/Lampropeltis_alterna/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Lampropeltis_alterna,TRUE,TRUE,completed
lampropeltis triangulum,Lampropeltis triangulum,1,hosts/Lampropeltis_triangulum/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Lampropeltis_triangulum,TRUE,TRUE,completed
larus californicus,Larus californicus,1,hosts/Larus_californicus/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Larus_californicus,TRUE,TRUE,completed
lasionycteris noctivagans,Lasionycteris noctivagans,1,hosts/Lasionycteris_noctivagans/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Lasionycteris_noctivagans,TRUE,TRUE,completed
lasiopodomys brandtii,Lasiopodomys brandtii,1,hosts/Lasiopodomys_brandtii/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Lasiopodomys_brandtii,TRUE,TRUE,completed
lasiurus borealis,Lasiurus borealis,1,hosts/Lasiurus_borealis/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Lasiurus_borealis,TRUE,TRUE,completed
lemur catta,Lemur catta,1,hosts/Lemur_catta/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Lemur_catta,TRUE,TRUE,completed
leontopithecus chrysomelas,Leontopithecus chrysomelas,1,hosts/Leontopithecus_chrysomelas/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Leontopithecus_chrysomelas,TRUE,TRUE,completed
leopardus geoffroyi,Leopardus geoffroyi,1,hosts/Leopardus_geoffroyi/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Leopardus_geoffroyi,TRUE,TRUE,completed
leopardus pardalis,Leopardus pardalis,1,hosts/Leopardus_pardalis/model.rds,gonzalo_reference,FALSE,TRUE,hosts/Leopardus_pardalis,TRUE,TRUE,completed
lepilemur edwardsi,Lepilemur edwardsi,1,hosts/Lepilemur_edwardsi/model.rds,host_vector_server_rerun,FALSE,TRUE,hosts/Lepilemur_edwardsi,TRUE,TRUE,completed
