"source_path","taxonomy_override_path","broad_candidate_species","first_pass_eligible_species","taxonomy_review_species","start_year","end_year","min_points","built_at"
"/Users/arturtrebski/Coding_Projects/new_global_maxent/pathogen_association_data/evidence/who_networks/host_pathogen/master_plus_who_host_species.csv",,225,173,13,2000,2026,20,"2026-06-18T15:54:22Z"
